TotalSF,OverallQual,YearBuilt,YearRemodAdd,GrLivArea,LotArea,KitchenQual_2,BsmtUnfSF,BsmtFinSF1,CentralAir_1,SalePrice
1734,6,1973,1973,987,1680,0,153,330,1,11.51293546492023
2550,5,1995,2006,1099,9525,1,1099,0,1,11.87757552297847
2208,5,1946,1995,1200,11767,0,416,352,1,11.779136168550774
2554,6,1925,1950,1482,12155,0,516,156,0,11.849404844423074
2875,5,1904,2002,1539,10440,1,650,0,1,11.967187086434018
2782,6,1966,1966,1165,9020,0,276,312,1,12.071975378543236
3600,5,1961,1961,1800,8000,0,1800,0,0,11.856522261533737
3012,5,1915,1950,1416,12665,0,876,0,1,11.944064817531656
3702,5,1975,1981,1701,16647,0,0,1390,1,12.049424683420915
2940,7,1993,1993,1775,9317,1,227,513,1,12.269052139516223
2066,5,1972,1972,864,15523,0,404,460,1,11.80186424743109
3625,6,1908,1997,2358,45600,0,907,0,1,12.388398368982115
2895,6,1976,1994,1855,9600,0,528,0,1,12.138869243416009
2116,6,2003,2003,848,4435,1,189,659,1,11.78676973513378
3129,8,2003,2003,1456,3196,1,1273,0,1,12.278397958261774
2804,7,1941,1950,1646,7128,0,554,364,1,12.00762780434872
3217,6,1964,1964,1445,12095,0,563,564,1,11.970356641102999
3996,5,1955,1974,1779,17920,0,372,306,1,12.04355959836804
2340,5,1962,2010,1040,6897,0,381,659,1,11.751950239425476
2542,6,1978,1978,1026,10970,0,0,505,1,11.898194668458823
2526,6,1994,1995,1481,8125,0,702,0,1,12.066816325306588
2939,7,1976,1976,1370,10400,0,1090,0,1,11.931642378754141
4327,6,1968,1984,2654,11029,1,435,619,1,12.429220196836383
2554,7,1918,1998,1426,7642,1,912,0,1,12.154521423145216
2582,5,1965,1965,1039,11625,0,198,841,1,11.78676973513378
2617,6,1984,1985,1097,9672,0,702,338,1,11.931642378754141
2968,5,1959,1959,1148,7931,0,0,1148,1,11.794345471549745
3273,7,2007,2008,1372,8640,1,1372,0,1,12.43153750053306
2906,5,1970,1970,1002,8750,0,174,828,1,11.908346971208951
4154,8,2006,2007,1646,10656,1,1638,0,1,12.424810506025395
2704,4,1961,1961,1120,6970,0,108,932,1,11.767575435251748
2939,5,1948,1950,2320,14762,0,0,0,1,12.037659911047468
3573,7,1993,1994,1949,9938,1,300,750,1,12.371591321286905
2096,5,1962,1962,894,6600,0,894,0,0,11.603688960617083
3009,6,1998,1998,1682,8750,1,299,505,1,12.208574513247495
1429,5,1953,1996,910,8892,1,105,0,1,11.661354090741
2156,5,1949,1950,1268,12144,0,457,375,1,11.798111925972618
2007,5,1941,1950,1131,5720,0,676,0,1,11.104972264124868
4344,8,2007,2007,2610,9000,1,1120,64,1,12.623064399210183
2752,4,1963,1963,1040,25286,0,431,633,1,11.792456911128632
4424,9,2004,2005,2224,8834,1,292,1170,1,12.765691290604371
2840,5,1961,1995,1155,11782,1,210,899,1,11.904974309480183
2064,5,1978,2005,864,7000,0,218,646,1,11.824087219587643
2630,5,2005,2006,1090,7024,0,110,980,1,11.964007453736912
3273,7,1990,1991,1717,13758,1,254,902,1,12.141539457711714
2790,6,1992,1993,1593,9636,0,808,0,1,12.08954444723597
2984,4,1912,1950,2230,6204,0,795,0,0,11.682676678340282
2072,5,1967,1967,892,7150,0,460,432,1,11.51293546492023
3913,9,1999,2000,1709,5119,1,460,1238,1,12.70351207261035
3926,5,1959,2005,1712,8393,0,1098,528,1,11.884495917930655
2509,5,1955,1955,1393,16466,0,816,0,1,11.816734299348461
5055,8,1970,1970,2217,15865,1,1043,351,1,12.498745990829315
3515,6,1953,1953,1505,12160,0,481,1024,1,11.915058360753719
2172,5,1949,2006,924,8064,0,672,0,1,11.719134432217524
3041,6,1978,1978,1683,11184,0,192,226,1,12.058158312538197
2391,6,1963,2003,1068,8414,0,396,663,1,11.947955847790901
3120,5,1954,1954,1383,13284,0,319,1064,1,12.013706813470414
1935,5,1979,1979,1535,7018,0,0,0,1,11.685693195625964
3059,6,1963,1963,1796,7056,0,380,400,1,11.849404844423074
2229,4,1936,1950,951,8765,0,666,285,0,11.575909653758895
2768,5,1979,1979,2240,7018,0,0,0,1,11.870278179170796
5514,9,2009,2010,2364,12919,1,142,2188,1,13.323928581764989
2436,5,1961,1994,1236,6993,0,447,465,1,11.813037464800539
2400,4,1971,1971,858,7340,0,536,322,1,11.608244735642321
3054,5,1957,2000,1306,8712,0,132,860,1,11.938199736300925
2685,7,2003,2003,1509,7875,1,783,0,1,12.100717685412471
4030,7,2006,2006,1670,14859,1,1670,0,1,12.388398368982115
2066,5,1967,1967,902,6173,0,277,599,1,11.74006900564972
2399,5,1954,1954,1063,9920,0,412,354,1,11.759793355371237
4124,8,2006,2006,1636,13501,1,1560,63,1,12.449022745701502
3254,7,1936,1987,2057,11500,1,794,223,1,12.429220196836383
2250,5,1983,1983,902,8885,0,239,301,1,11.782960235741939
2616,6,2005,2005,1484,12589,1,742,0,1,12.066816325306588
3859,5,1960,1960,2274,11600,0,662,443,1,11.946660519211651
2788,5,1977,1989,1268,9286,1,1072,196,1,11.874097282798648
2233,5,1925,1950,1015,6120,0,279,489,0,11.385103457032141
3874,5,1949,1950,2002,6270,0,717,284,0,11.884495917930655
2364,6,2009,2009,1224,3000,1,318,294,1,12.065280672855897
1924,4,1970,1970,1092,2001,0,546,0,1,11.225256725762893
1268,2,1949,1950,480,9000,0,430,50,0,10.471978128496518
2647,4,1956,1956,1229,17140,0,75,1059,1,11.813037464800539
4064,7,1991,1991,2127,13125,1,422,48,1,12.380030154325457
3199,6,1958,2002,1414,11029,0,245,528,1,12.081081821061819
3120,6,1994,1994,1721,8462,1,114,814,1,12.211065162153215
3472,5,1900,2003,2200,8777,0,188,1084,1,11.890683588496984
3029,6,2005,2006,1316,10237,1,1288,28,1,12.043500773454495
3754,6,1993,1994,1617,8012,1,598,165,1,12.170450649220749
3984,6,1980,1980,1686,10240,0,0,625,1,12.242891437918386
2792,5,1977,1977,1126,15611,1,266,767,1,12.07254696717504
4211,8,2003,2004,2374,11999,1,1181,0,1,12.560247968016562
3296,7,1968,1968,1978,9900,0,280,552,1,12.07824495582233
4063,8,2001,2001,1788,11838,1,1753,0,1,12.373707715234994
3842,7,1997,1997,2236,13006,1,964,0,1,12.310437165348775
3542,8,2007,2007,1466,8925,1,1450,16,1,12.211065162153215
2279,5,1965,1965,925,9100,0,121,338,1,11.674202123168433
4598,9,2006,2006,1905,11670,1,1905,0,1,12.676079399771027
3570,7,2004,2004,1500,8487,1,1480,20,1,12.154784614286667
3159,7,1960,2007,2069,27650,1,160,425,1,12.396697137361691
1875,4,1926,1953,747,5825,0,600,0,1,11.288543647320601
2931,7,2003,2003,1200,10083,1,343,833,1,12.127575825689417
3773,7,2005,2005,1971,9675,1,772,341,1,12.441148720271016
4221,7,2006,2006,1962,8760,1,927,464,1,12.387560521575551
3784,7,1940,1950,2403,24090,0,1032,0,1,12.406565597924235
4030,6,1976,1976,1728,12640,0,396,936,1,11.924379271639218
3442,7,1999,1999,2060,8755,1,220,772,1,12.273735966890268
2880,4,1977,1977,1440,7711,0,0,1440,1,11.918397239722838
3840,5,1967,1967,1632,25000,0,1632,0,1,11.870606902224587
2688,6,1958,1958,1344,14375,1,354,111,1,11.83138646878959
3293,5,1890,1996,1869,8820,0,0,1088,1,11.735276702486741
3084,5,1959,1959,1144,8163,0,102,748,1,11.870606902224587
4053,8,2002,2003,1629,14536,1,316,1300,1,12.506180941677357
3186,7,2002,2002,1776,14006,1,936,0,1,12.167856627501678
3218,6,1972,2006,1381,9360,1,179,982,1,12.193498926601634
2448,5,1950,2002,864,7200,1,317,398,1,11.767575435251748
2093,5,1965,1965,965,7800,0,187,641,1,11.694421681264394
1932,5,1972,2003,768,7200,0,108,660,1,11.804855999911272
3282,5,1969,1969,1968,11075,0,29,562,1,12.055255569732177
1925,6,1975,1975,980,9400,0,0,945,1,11.755879486687116
3429,6,1946,1950,1958,7136,0,495,484,0,11.884495917930655
2252,6,1980,1980,1229,1300,0,276,285,1,11.728044909070785
2690,5,1962,1962,1057,7420,0,640,417,1,11.790564777297387
3205,7,2003,2003,1337,8450,1,638,699,1,12.128116509451258
2596,7,1999,1999,1416,2572,1,92,604,1,11.951186847493476
1716,5,1958,2008,858,7207,0,162,696,1,11.665655135642039
4821,6,1977,1995,2872,12227,0,434,896,1,12.513561021741964
2792,6,1976,1976,1548,2308,1,248,556,1,11.951186847493476
4302,9,2007,2007,1800,11923,1,1800,0,1,12.384223015005313
3221,7,2002,2003,1894,11316,1,193,624,1,12.277932735946903
2660,6,2005,2007,1484,10237,1,783,0,1,12.094587859196112
2292,5,1940,1950,1308,9600,0,300,428,1,11.982935344196433
2456,5,1955,1955,1098,7390,0,196,902,1,11.813037464800539
1568,3,1910,1950,968,5925,0,600,0,0,10.542732775946709
1947,6,1958,1958,1095,10382,0,75,513,1,11.849404844423074
1912,4,1949,1950,1192,10800,0,720,0,0,11.813037464800539
2864,7,2003,2004,1626,2268,1,197,567,1,12.06105265381003
2100,6,1979,1979,918,7892,0,918,0,1,11.507922973347437
3336,7,2007,2008,1428,11639,1,1428,0,1,12.111767460549332
3279,7,1910,1993,2019,11414,1,728,0,0,12.02874460037869
2545,7,2000,2000,1382,2651,1,32,641,1,12.013706813470414
1309,4,1923,1958,869,5900,0,440,0,1,11.356283350762888
3051,7,2006,2007,1241,4274,1,135,1106,1,12.20557752297723
2188,4,1954,1954,894,9450,0,342,552,1,11.608244735642321
2722,5,1963,1963,1121,8816,0,470,651,1,11.842236406331555
2531,7,1961,2007,999,12122,1,77,867,1,12.091789104493502
4513,8,1998,1999,2612,12203,1,371,854,1,12.724869415131389
2920,7,2007,2007,1266,3182,1,1266,0,1,11.982278882874377
4197,8,2002,2002,2290,11250,1,1128,0,1,12.45254592991672
2273,5,1977,1977,1734,10125,1,0,0,1,11.744045122410057
2568,5,1950,1950,1164,10880,0,124,1040,0,11.736077016252437
2375,6,1910,2003,1635,5310,1,485,0,1,11.669937760751914
4476,9,2009,2010,1940,10159,1,284,1646,1,12.887129532148373
3429,6,1976,1976,2030,12046,1,692,156,1,12.180759965737863
2960,7,2006,2006,1576,8125,1,770,0,1,12.190964083849375
4658,8,1997,1998,2392,9452,1,322,1074,1,12.759960632315702
3082,8,1882,1986,1742,17671,1,700,216,1,12.031725210748633
3113,6,1964,1993,1851,9760,1,169,536,1,12.138869243416009
2814,6,2005,2006,1500,8846,1,750,0,1,12.066241450757124
4204,10,2006,2007,1718,12456,1,528,1172,1,12.729323752253295
2282,4,1946,1950,1230,4712,0,363,384,1,11.7085004721646
2468,5,1961,1961,1050,10659,0,135,915,1,11.824087219587643
3499,6,1970,1970,1442,11717,0,1442,0,1,12.128116509451258
2294,3,1922,1950,1077,9786,0,1007,0,0,11.418625774449598
3027,7,2006,2006,1208,6762,1,501,686,1,12.235636302128867
1472,3,1952,1952,944,10206,0,0,0,0,11.314486721293981
1598,5,1920,1950,691,5400,1,691,0,1,11.362114203075018
3972,8,2006,2006,1574,11957,1,1550,24,1,12.354496960983985
3888,5,1976,1976,1680,11500,0,1680,0,1,11.827049837927534
3307,7,2005,2006,1504,3182,1,1330,16,1,12.10625783509458
2298,5,1977,1977,985,8385,0,390,595,1,11.917730355182513
3798,6,1970,1970,1657,12155,0,420,1237,1,12.004574385508691
1924,4,1970,1970,1092,2217,0,0,273,1,11.385103457032141
3970,7,2004,2005,1710,12118,1,1710,0,1,12.388398368982115
2016,5,1926,1950,1522,6000,0,1008,0,1,11.532737896139919
2303,5,1948,1950,1271,21286,0,720,0,1,11.813037464800539
1664,5,1965,1965,1664,9825,0,0,0,0,11.51293546492023
2284,6,1923,1996,1502,10592,1,602,0,1,12.013706813470414
2324,5,1910,2006,1022,7200,0,310,247,0,11.350418300109132
2404,6,1948,1950,1082,11664,0,746,336,1,11.688566422839942
3003,8,2001,2001,1665,8400,1,167,643,1,12.33270970174018
3486,7,1996,1996,1504,11883,1,814,690,1,12.220966184120165
3145,8,1984,1984,1360,5814,1,184,1036,1,12.141539457711714
2258,7,1991,1992,1472,10784,1,384,0,1,11.982935344196433
3308,7,2005,2005,1506,3013,1,1346,16,1,12.271349956195543
2715,4,2005,2005,1132,7024,1,108,1024,1,12.07824495582233
3051,7,2006,2006,1220,7406,1,515,684,1,12.175618592671356
2320,5,1930,1950,1248,9439,0,588,324,1,11.373674891823535
3287,7,2005,2006,1504,3182,1,1330,16,1,12.160033942617156
5128,8,1976,1976,2898,15498,1,0,1165,1,12.567240979056246
2225,5,1972,1972,882,7700,0,276,138,1,11.630717389475995
2993,5,1960,1960,1264,9300,0,571,697,1,12.02874460037869
4084,8,2007,2008,1646,9520,1,125,1513,1,12.588194064175278
2384,5,1941,1950,1376,9492,0,359,368,1,11.561725152903833
2154,6,1972,1972,1218,1680,0,355,317,1,11.678448377988165
2614,5,1916,1995,1928,7082,0,686,0,1,11.982935344196433
4181,7,1920,1970,3082,15863,0,301,523,1,12.190964083849375
4654,8,1993,1993,2520,14541,1,326,1012,1,12.644330802262578
4208,7,2002,2002,1654,8125,1,668,986,1,12.345838935721968
2114,5,1938,1950,954,6305,0,920,0,1,11.693169865968983
1135,4,1957,1957,845,11500,0,0,0,0,11.338583982516495
4152,9,2007,2008,1620,12898,1,598,1022,1,12.66191713053049
4223,8,2001,2002,2263,9240,1,1055,0,1,12.567240979056246
1890,4,1970,2008,1344,1533,0,546,0,1,11.48247656671073
1546,4,1970,1970,630,1477,0,121,509,1,11.289794413577894
3421,5,1957,2000,1803,13125,0,284,168,1,11.951186847493476
2916,6,1966,2000,1632,9130,1,336,400,1,12.06105265381003
3236,6,2005,2005,1306,5381,1,406,900,1,12.185875040240456
4318,7,1990,1990,2329,11839,1,390,1085,1,12.47717172708952
5590,8,1981,1981,2524,9600,1,1420,1104,1,12.535379989788607
2185,3,1955,1955,1733,13680,0,0,0,1,11.846543632608535
5576,9,2005,2006,2868,16056,1,1752,240,1,13.229569788348705
2652,5,1994,1995,990,9245,0,304,686,1,11.884495917930655
2107,5,1960,2006,1771,21750,0,0,0,1,11.652696102959753
1238,4,1946,2006,930,11100,1,0,0,1,11.349241150793087
3040,7,2007,2007,1302,8993,1,1302,0,1,12.080996832096167
3072,7,2007,2007,1316,11175,1,1316,0,1,12.206782393599413
3333,6,1964,1978,1977,9500,0,374,442,1,12.013706813470414
3106,5,1957,2002,1526,8562,0,833,383,1,11.881041706925902
3640,8,2002,2002,1989,11367,1,133,932,1,12.449022745701502
3194,6,1976,1976,1523,11361,0,549,644,1,12.100717685412471
3212,7,2005,2005,1364,7052,1,705,659,1,12.13270055639427
3290,7,1994,1994,1850,29959,1,378,595,1,12.421188057397055
4124,9,2008,2008,2184,11308,1,168,936,1,12.721888795877375
3277,6,1932,1950,1991,11275,0,0,297,1,12.301387370778713
3258,8,2001,2001,1338,4920,1,722,616,1,12.271396795480596
3036,3,1935,1950,894,18000,0,894,0,1,11.302216779257382
3559,5,1900,1950,2337,13600,0,662,0,0,11.407576060361786
2646,6,1925,1980,1103,6000,1,706,397,1,11.612779849672751
2788,5,1966,1966,1154,11000,0,184,740,1,11.944714374881176
4099,7,1996,1997,2260,14000,1,105,1201,1,12.700771936142122
2750,6,1993,1994,1571,7837,0,799,0,1,12.08954444723597
2833,6,1964,1964,1611,9760,0,0,674,1,12.031129798974042
4039,6,1973,1973,2521,3964,0,105,837,1,11.927687224983487
2314,5,1949,2003,893,9600,1,625,220,1,11.813037464800539
2382,5,1956,1956,1048,10152,0,462,586,1,11.813037464800539
2724,6,1968,1968,1556,11700,0,429,298,1,11.944714374881176
2546,5,1948,1950,1456,7585,0,810,0,1,11.424105180165641
2556,6,1977,1977,1426,7950,0,155,535,1,11.979805470779858
3306,7,2006,2006,1240,8556,1,1240,0,1,12.175618592671356
2780,7,1940,1984,1740,13125,0,390,410,1,12.299112067295642
2828,5,1936,1989,1466,10800,1,170,626,1,12.04355959836804
2491,5,1969,1969,1096,15870,0,230,75,1,11.840796531639839
2116,6,2004,2004,848,4435,1,186,662,1,11.956976469393481
2279,5,1994,1994,990,8775,0,495,495,1,11.744045122410057
3044,6,1971,2004,1258,11040,1,602,656,1,11.884495917930655
2388,5,1963,1963,1040,7500,0,216,824,1,11.798111925972618
3445,7,2002,2002,1459,8749,1,1459,0,1,12.165255859329688
2963,6,1964,1964,1251,8800,0,698,553,1,11.982935344196433
2598,6,1995,1996,1498,13031,0,99,592,1,12.141539457711714
2496,6,1992,1992,996,9069,1,189,747,1,11.898194668458823
1924,4,1973,1973,1092,1974,0,212,334,1,11.332613886815139
4078,8,2005,2006,1953,10574,1,1082,0,1,12.437188334739655
3059,7,2004,2004,1709,2522,1,970,0,1,11.83138646878959
3044,8,2005,2005,1247,3316,1,208,1039,1,12.190964083849375
1440,3,1950,1950,1040,8544,0,0,0,0,11.439289689006644
2314,7,1999,2000,1252,2160,1,90,510,1,11.982935344196433
3451,6,1925,1950,1694,8400,0,758,423,1,11.824087219587643
2948,5,1965,1998,1200,9230,1,203,661,1,11.891368749982085
2180,5,1956,2000,936,5868,0,448,248,1,11.767575435251748
3068,6,2006,2006,1314,9317,1,1290,24,1,12.080696479888447
2039,6,1914,2006,1355,6882,1,684,0,1,11.751950239425476
2623,8,1986,1986,1088,3696,1,1074,0,1,12.04355959836804
2236,4,1936,1950,1324,6000,0,0,672,1,11.759793355371237
3350,7,1978,1978,1601,11880,0,567,704,1,11.964007453736912
974,2,1920,1950,438,8400,0,0,290,0,11.002116507732017
2180,5,1971,1971,950,9758,0,251,412,1,11.691080018519527
2398,5,1960,2002,1134,7000,0,422,588,1,11.813037464800539
2388,6,1959,1959,1194,8910,0,0,655,1,11.979805470779858
2372,5,1970,1970,1302,2016,0,630,0,1,11.571203807011969
4797,8,1994,1995,2622,12256,1,431,1032,1,12.691583538230217
3071,7,1990,1991,1442,10357,1,172,738,1,12.100161978566867
3311,7,2006,2006,2021,23257,1,868,0,1,12.52352951631214
3077,6,2000,2000,1690,8063,0,924,0,1,12.10625783509458
4534,8,2004,2005,1836,11362,1,797,1039,1,12.54254845357358
2862,6,1995,1996,1658,8000,0,554,219,1,12.144202560946876
3250,7,1976,1976,1964,10480,0,400,403,1,12.230770136157428
1940,5,1957,1957,816,7100,0,108,708,1,11.774527900858468
2256,5,1953,2006,1008,8923,1,365,643,1,11.80932691294063
1992,5,1954,2000,833,5400,1,418,415,1,11.669937760751914
4396,8,2007,2007,1734,12085,1,730,1004,1,12.669809806411457
2354,8,2002,2002,1419,7750,1,55,353,1,12.123239799036943
2238,5,1967,2003,894,9764,1,192,702,1,11.775297421715827
2434,5,1958,1987,1601,13825,0,533,0,1,11.849404844423074
2366,5,1959,1959,1040,7560,0,671,369,1,11.803361242493628
2332,6,1920,1950,1012,8263,0,1012,0,1,11.681832447342321
3886,7,2005,2006,1552,10084,1,1528,24,1,12.268582547911404
1920,4,1956,1956,960,8926,0,672,0,1,11.626263078808801
1396,5,1947,2008,698,9405,0,698,0,1,11.678448377988165
2258,7,1992,1992,1482,9125,1,384,0,1,12.007017865994577
2682,4,1955,1955,1005,10434,0,1005,0,1,11.652696102959753
3588,7,2007,2007,1555,3684,1,1373,0,1,12.066816325306588
3690,7,2004,2004,1530,14572,1,230,1300,1,12.464587201678082
3240,7,2004,2005,1959,11796,1,847,0,1,12.278397958261774
2544,5,1980,1980,936,7200,0,0,936,1,11.849404844423074
3679,4,1928,1950,1981,7804,1,500,622,1,11.813037464800539
1948,5,1991,1992,974,10712,0,762,212,1,11.445727410406752
3423,6,1880,1950,2210,9900,0,1008,0,1,11.674202123168433
3614,8,1995,1995,2020,9828,1,544,584,1,12.386312871189734
2976,6,1997,1997,1600,8773,0,916,0,1,12.037659911047468
2126,6,1926,1950,986,6180,0,960,0,0,11.532737896139919
2572,6,1950,1950,1252,9600,0,752,280,1,11.686887175419702
1800,5,1875,1996,1020,6342,0,780,0,0,11.451060699493427
3848,6,1977,1977,1567,9819,1,0,1567,1,12.185875040240456
2577,5,1920,1950,1167,8731,0,270,645,1,11.87757552297847
2744,5,1951,1951,952,7350,0,100,852,1,11.842236406331555
3132,5,1976,1976,1868,10304,1,399,381,1,12.193498926601634
5346,8,2006,2007,2828,9965,1,316,1150,1,12.959540872420414
2012,5,1959,1959,1006,9000,0,718,288,1,11.289794413577894
1876,4,1941,1950,924,12180,0,324,348,0,11.289794413577894
2843,5,1928,1950,1576,6240,0,1042,0,1,11.91170829631447
2999,6,1985,1985,1298,11200,1,40,1258,1,12.100717685412471
2502,7,1941,1950,1564,12000,0,429,275,1,12.069685751267224
1971,7,1926,1950,1111,5700,0,572,0,1,11.669082701743504
2456,7,1920,1988,1482,9000,0,26,624,1,11.870606902224587
2170,6,1950,1950,932,8280,1,932,0,1,11.728044909070785
3460,5,1959,1959,1466,17755,0,1290,176,1,11.917730355182513
3354,6,1956,2004,1811,14115,1,230,296,1,12.345838935721968
2064,6,1930,2007,816,5890,0,278,538,1,11.699413330633599
3176,7,1965,1988,1820,13700,1,410,454,1,12.215037342290755
3402,5,1976,2004,1437,10768,1,280,1157,1,12.292254928916668
2986,5,1965,1999,1265,9350,1,586,633,1,12.100161978566867
3254,7,2007,2008,1314,5001,1,410,904,1,12.345838935721968
3990,8,2007,2008,1580,11932,1,1580,0,1,12.367889578686164
3317,6,1974,1974,1876,9120,1,459,442,1,12.128116509451258
2751,6,1978,1978,1456,2280,0,544,311,1,11.891368749982085
3860,6,1954,2006,1640,14778,1,568,728,1,12.319405795112926
2238,5,1968,1968,894,8724,0,402,492,1,11.767575435251748
2856,4,1969,1969,1258,12900,0,0,1198,1,11.59873612138334
3380,5,1978,1978,1432,16157,1,289,680,1,12.175618592671356
3648,7,2009,2009,1502,9541,1,1502,0,1,12.359527368950229
4164,8,2008,2008,1694,10475,1,1694,0,1,12.41044511731981
3102,6,2000,2000,1671,10852,0,173,786,1,12.06105265381003
3775,6,1935,1986,2108,13728,1,501,626,1,12.367345048436391
6364,10,1995,1996,3627,35760,1,543,1387,1,13.345508528717259
2572,6,1977,1977,1118,9880,0,574,522,1,12.049424683420915
2955,6,1958,1958,1261,9120,0,599,662,1,12.001511614739405
2500,7,2006,2007,1250,4017,1,625,0,1,12.05467400868968
4205,5,1946,1994,3086,18030,1,977,152,1,12.208574513247495
3657,6,1932,1950,2345,16560,0,449,503,1,12.384223015005313
5096,8,1992,2000,2872,10678,1,983,700,1,12.560247968016562
2063,5,1984,1985,923,6951,0,218,658,1,11.691080018519527
2252,6,1926,2004,1224,3950,0,350,468,1,11.652696102959753
2260,5,1921,1950,1343,7681,0,731,0,1,11.950541482162043
1124,5,1954,1954,1124,8335,0,0,0,1,11.440365524765756
4423,7,1990,1991,2514,11170,0,0,1216,1,12.429220196836383
3734,8,2008,2008,1652,5587,1,120,1480,1,12.880294363972055
7685,10,1996,1996,4476,15623,1,300,2096,1,13.521140839642674
2970,5,1920,1950,1130,10800,0,299,821,1,11.695255355062795
4139,5,1963,1963,1572,35133,0,413,1159,1,12.137263685701864
2397,5,1924,1950,1221,9738,0,392,392,1,11.560772327227417
3097,3,1900,1970,1699,10615,0,538,440,1,11.461642696843066
4005,8,1994,1995,1624,12461,1,168,1456,1,12.476103599529843
2984,7,2002,2002,1660,8935,1,831,0,1,12.180759965737863
3240,7,1999,1999,1804,7500,1,994,0,1,12.149507585033072
4227,4,1961,1975,1622,32463,0,90,1159,1,12.031725210748633
2709,8,1999,2000,1441,2645,1,776,0,1,12.066816325306588
2424,5,1925,1994,1472,9600,1,702,0,1,11.736077016252437
2850,6,1999,1999,1224,4500,0,341,883,1,12.013706813470414
2314,6,1969,1969,1352,9364,0,292,371,1,11.970356641102999
2584,6,2005,2005,1456,8029,1,728,0,1,12.07824495582233
3402,7,2006,2006,1863,14054,1,879,0,1,12.29779001527865
2730,7,1916,1950,1690,8850,0,815,0,1,11.87757552297847
2997,7,2001,2001,1212,9100,1,1212,0,1,12.08954444723597
2892,4,1963,1979,1382,11235,0,504,547,1,11.904974309480183
2008,4,1970,1970,864,9353,0,864,0,1,11.6617850286409
3191,7,1998,1998,1779,10400,1,866,0,1,12.19552218463499
2448,5,1925,1997,1348,6000,0,884,0,1,11.669937760751914
3711,7,2000,2001,1630,9750,1,1630,0,1,12.269052139516223
2625,5,1975,1975,1074,10140,0,268,788,1,11.941462360646149
5055,7,1990,1991,2196,14684,1,1496,485,1,12.513193308436527
2496,4,1966,1966,1056,8900,0,0,1056,1,11.580593459194764
3926,6,2003,2003,1700,9135,1,1342,340,1,12.206077645517674
2720,5,1962,1980,1283,7763,0,319,504,1,11.849404844423074
3820,8,2006,2006,1660,10182,1,440,1220,1,12.577639650232573
3362,6,1992,1992,1845,11218,1,1055,0,1,12.149507585033072
2803,8,1988,2005,1752,12134,0,132,427,1,12.00762780434872
1578,4,1941,1950,672,9340,0,328,344,1,11.635151947212842
1972,4,1965,2001,960,10246,0,0,648,1,11.884495917930655
2224,5,1962,1962,999,10205,0,141,784,1,11.80932691294063
2172,5,1966,1966,894,7094,0,340,180,1,11.736077016252437
2441,6,1978,1978,1902,8930,0,0,0,1,11.626263078808801
3166,8,2009,2009,1314,8640,1,364,936,1,12.343470927093518
912,4,1947,1950,912,6240,0,0,0,0,11.296024885689746
1890,6,1971,1971,1218,1680,0,672,0,1,11.424105180165641
2112,5,1964,1964,912,7800,0,0,312,1,11.652696102959753
2485,5,1968,1968,1211,8250,0,210,250,1,11.80560254159177
3201,6,1949,1950,1846,10496,0,844,196,1,11.870606902224587
4800,5,1951,1951,2136,10680,0,1380,756,0,11.834291315386718
2666,7,2004,2005,1490,15384,1,64,724,1,12.122696471358964
1990,6,1958,1958,1138,10482,0,81,507,1,11.884495917930655
3495,6,2007,2007,1933,14598,1,894,0,1,12.273735966890268
2400,5,1965,2008,912,8872,1,317,595,1,11.898194668458823
4456,9,2008,2008,1702,8769,1,162,1540,1,12.813920618864572
2986,5,1960,1960,1507,7910,0,409,666,1,11.751950239425476
4581,5,1977,1977,2620,18890,0,652,498,1,12.154784614286667
2836,5,1962,1962,1190,7728,0,303,803,1,11.794345471549745
1686,4,1962,1962,1224,9842,0,0,0,1,11.530775206233024
2907,5,1959,1959,1188,12160,0,188,1000,1,11.863589378812122
2904,5,1911,1950,1964,8525,0,940,0,0,11.775297421715827
2711,5,1914,1950,1784,13132,0,747,0,1,11.841423131921784
2864,7,2003,2003,1626,2628,1,764,0,1,12.075400019877522
3229,7,2004,2005,1948,12393,1,847,0,1,12.180759965737863
2766,6,2005,2005,1141,13072,0,1141,0,1,11.86710429621008
3432,8,2006,2006,1484,9037,1,1048,428,1,12.490879338036375
3195,7,2003,2003,1768,8158,1,334,550,1,12.323415584358154
4332,7,2007,2007,1689,9849,1,1689,0,1,12.42250975887691
2754,7,1974,1974,1173,10625,1,0,885,1,12.04355959836804
5002,10,2006,2006,2076,13891,1,690,1386,1,13.049794835104816
2709,8,1929,1950,1517,11435,1,792,0,1,12.345838935721968
2930,6,1984,2003,1868,12090,0,585,0,1,12.08954444723597
2924,7,2005,2006,1553,8125,1,756,0,1,12.136191879981927
2934,6,1976,1976,1034,12328,0,473,539,1,12.042971193457888
3189,6,1917,1950,2058,9600,0,416,319,0,11.771443882099637
2140,5,1950,1950,988,7200,0,246,534,1,11.686887175419702
4742,7,1968,1968,2110,11160,1,1045,1065,1,12.404927602627597
3288,7,2003,2003,1405,3136,1,1405,0,1,12.053801032483948
2026,5,1968,1968,874,9858,0,354,510,1,11.775297421715827
3877,7,1974,2003,2167,17542,1,36,125,1,12.591338447675579
2799,7,2003,2004,1656,6931,1,746,0,1,12.016128107502665
2811,6,1931,1950,1367,6240,0,459,425,1,11.755879486687116
4664,8,1994,1994,1987,14303,1,672,1314,1,12.616528611893463
